ADDRESS,LOCATION,CITY,FAI ID,ASSET TAG,ASSET TYPE,MANUFACTURER,MODEL,SERIAL,MANUFACTURER DATE,CONDITION,CREATED,NOTES,SOURCE,UNIQUE FIELDS,STATE,ZIP,REFRIGERANT CHARGE,REFRIGERANT UNIT,REFRIGERANT TYPE,AREA
500 INDUSTRIAL BLVD,Metro Service Center,Austin,944151,2642635,Printer/Machine,Date Code Genie,DCG 20,A12060,01/01/2020,Fair,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Front Prep Area
500 INDUSTRIAL BLVD,Metro Service Center,Austin,430776,1848731,Mouste And Keyboard,Manufacturer Not Listed,YU0036,2428L03094T8,,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Storage Room
500 INDUSTRIAL BLVD,Metro Service Center,Austin,520651,1247595,Monitor,Manufacturer Not Listed,0,UNKNOWN,,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Storage Room
500 INDUSTRIAL BLVD,Metro Service Center,Austin,380746,2564689,Monitor,Manufacturer Not Listed,0,UNKNOWN,,Unknown,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Storage Room
500 INDUSTRIAL BLVD,Metro Service Center,Austin,169403,4965789,Ice Machine Bulk,Manitowoc,0,UNKNOWN,,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,321231,3790237,Ice Machine Bulk,Manitowoc,0,UNKNOWN,,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,694731,7818496,Beverage Dispenser,Cornelius,0,UNKNOWN,,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,852787,9147706,Beverage Dispenser,Manufacturer Not Listed,0,UNKNOWN,,Excellent,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,429963,9075854,Hot Holding Cabinet,Hatco Corporation,FSD-1 FLAV-R-SAVOR,UNKNOWN,,Fair,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,322955,4586084,Hot Holding Cabinet,Hatco Corporation,FSD-1 FLAV -R-SAVOR,UNKNOWN,,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,787277,7728339,Microwave Convection,Manufacturer Not Listed,0,UNKNOWN,,Fair,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,623481,1983738,Coffee/Tea Brewer,Bunn,DUAL TF DBC120208V FLK,DUAL168489,02/01/2016,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,514850,3762152,Coffee/Tea Brewer,Manufacturer Not Listed,0,UNKNOWN,,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,774079,7358113,Coffee/Tea Brewer,Bunn,TF SERVER 15G MECH GEN3,TFC1120309,,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,581141,1036161,Dispensers,Gold Medal,5300P,5300P63682,03/01/2024,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,249811,7550190,Coffee/Tea Brewer,Manufacturer Not Listed,0,89660 RX,,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,377746,5449368,Espresso Machine,Curtis,0,UNKNOWN,,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,246413,8633773,Coffee/Tea Brewer,Bunn,TF SERVER 15G MECH GEN3,TFC1120267,,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,358607,5785687,Coffee/Tea Brewer,Manufacturer Not Listed,0,UNKNOWN,,Good,2025-10-22,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,881177,8096887,Electrical Panel,Netgear,UNKNOWN,GS108T V2H1,,Fair,2025-10-22,Fair,FORM_SUBMISSION,{},TX,78701,,,,Behind Cash Register
500 INDUSTRIAL BLVD,Metro Service Center,Austin,688637,9164991,2 Door Upright Reach-In Freezer,Manufacturer Not Listed,L085UAGX,11J0270,,Good,2025-10-21,Good,FORM_SUBMISSION,{},TX,78701,12.5,OZ,R-404A,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,665158,3597059,Electrical Panel,Manufacturer Not Listed,0,UNKNOWN,,Good,2025-10-21,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,375504,4185957,Monitor,Samsung,0,UNKNOWN,,Fair,,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,883300,5977931,Cash/Drop Box,Hyosung,0,UNKNOWN,,Good,2025-10-21,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,712982,4652414,2 Door Upright Reach-In Freezer,"Dryers Grand Ice Cream, Inc",SD-575KE,22A0460709,,Good,2025-10-21,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,549245,1981186,Printer/Machine,Aaron Process,ZQ610,X7J0N210501197,,Poor,,Good,FORM_SUBMISSION,{},TX,78701,,,,Inside Store
500 INDUSTRIAL BLVD,Metro Service Center,Austin,660086,8835373,Electrical Panel,Netgear,PROSAFE GS108T,UNKNOWN,,Poor,,Good,FORM_SUBMISSION,{},TX,78701,,,,Storage Room
500 INDUSTRIAL BLVD,Metro Service Center,Austin,983794,8077999,Fire Suppression System Kit/Hood,Captiveaire Systems,5424 ND2,UNKNOWN,,Fair,,Good,FORM_SUBMISSION,{},TX,78701,,,,Front Prep Area
