ADDRESS,LOCATION,CITY,FAI ID,ASSET TAG,ASSET TYPE,MANUFACTURER,MODEL,SERIAL,MANUFACTURER DATE,CONDITION,CREATED,DATE OF BIRTH,NOTES,POWER SOURCE,SOURCE,TEMP ALERT TAG,UNIQUE FIELDS,STATE,ZIP,AMPS,VOLTAGE,WATTAGE,REFRIGERANT CHARGE,REFRIGERANT UNIT,REFRIGERANT TYPE,AREA,SUB AREA,PHOTO TYPE (1),PHOTO URL (1),PHOTO TYPE (2),PHOTO URL (2),PHOTO TYPE (3),PHOTO URL (3)
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,182627,6229731,BOS (Back office Computer),1 - MANUFACTURER NOT LISTED,0,,,2,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BACK OFFICE / BUSINESS OFFICE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,678856,7693979,BOS (Back office Computer),Cisco,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BACK OFFICE / BUSINESS OFFICE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,407419,7264956,BOS (Back office Computer),APC,0,,,2,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BACK OFFICE / BUSINESS OFFICE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,969693,8350099,BOS (Back office Computer),1 - MANUFACTURER NOT LISTED,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BACK OFFICE / BUSINESS OFFICE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,759176,9683481,BOS (Back office Computer),1 - MANUFACTURER NOT LISTED,0,,,2,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BACK OFFICE / BUSINESS OFFICE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,748564,8574680,BOS (Back office Computer),APC,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BACK OFFICE / BUSINESS OFFICE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,479201,3030113,SURVEILLANCE SYSTEM,1 - MANUFACTURER NOT LISTED,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,705397,5159166,SURVEILLANCE SYSTEM,ELEMENT,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,301629,4769795,Monitor,ELEMENT,0,,,0,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,838797,2074176,Hand sink,1 - MANUFACTURER NOT LISTED,0,,,4,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,172933,6672134,Toilet,1 - MANUFACTURER NOT LISTED,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,148050,1352896,Credit Card Reader,ENS,3673046E,181018500,,4,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,793384,4860684,Cash Registers - POS,PAX COMPUTER TECHONOLOGY,SP30,3A661350,09/26/2025,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,338968,4694634,Falcon Handheld price scanner,HONEYWELL,1900GSR2EZ,18260B0553,,4,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,910620,1120642,Printer/Machine,EPSON,M296A,X8NQ021626,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,403445,2191066,Cash Registers - POS,GILBARCO,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,183667,1987737,Monitor,gilbarco,PA0324P,S60,,0,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,996865,4841005,BOS (Back office Computer),DELL,LATITUDE 5420,,,4,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BACK OFFICE / BUSINESS OFFICE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,344098,2130789,HP Desk printer,HP,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BACK OFFICE / BUSINESS OFFICE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,205907,1527021,Printer/Machine,ZEBRA,ZD410,50J191802332,05/01/2019,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BACK OFFICE / BUSINESS OFFICE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,498591,6543670,BOS (Back office Computer),1 - MANUFACTURER NOT LISTED,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BACK OFFICE / BUSINESS OFFICE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,391476,2188789,AIR COMPRESSOR,1 - MANUFACTURER NOT LISTED,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,575435,9626108,AIR COMPRESSOR,1 - MANUFACTURER NOT LISTED,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,766563,4993055,AIR COMPRESSOR,1 - MANUFACTURER NOT LISTED,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,974628,5672073,AIR COMPRESSOR,1 - MANUFACTURER NOT LISTED,0,,,2,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,482554,9143903,HOT HOLDING CABINET,ANTUNES,SDC500,23091280,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BEHIND CASH REGISTER,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,270555,4594297,Cash Registers - POS,ENS,3673046,180620-28,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BEHIND CASH REGISTER,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,488162,3219824,Cash Registers - POS,PAX COMPUTER TECHONOLOGY,A80,1240132809,09/26/2025,4,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BEHIND CASH REGISTER,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,472528,8930103,ELECTRICAL PANEL,HONEYWELL,1900GSR-2-EZ,18259B06C0,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BEHIND CASH REGISTER,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,319684,5076817,Printer/Machine,EPSON,M296A,U7FF023197,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BEHIND CASH REGISTER,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,802729,8935169,Cash/Drop Box,GILBARCO,0,,,3,10/25/2025,,G,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BEHIND CASH REGISTER,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,379946,7829332,Monitor,GILBARCO,PA0324PC60C,S311580609,,3,10/25/2025,,G,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BEHIND CASH REGISTER,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,835911,4194548,ELECTRICAL PANEL,APC,BVN650M1,,,4,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BEHIND CASH REGISTER,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,816751,2582524,Cash Registers - POS,PAX COMPUTER TECHONOLOGY,SP30,3A765806,,2,10/25/2025,,Fair,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BEHIND CASH REGISTER,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,779514,2626229,Cash Registers - POS,PAX COMPUTER TECHONOLOGY,A80,1240168244,,2,10/25/2025,,Fair,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BEHIND CASH REGISTER,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,174870,8231838,Cash Registers - POS,WAYNE FUELING SYSTEMS,0,,,3,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,BEHIND CASH REGISTER,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,738720,6944126,BEVERAGE DISPENSER,CORNELIUS,0,,,4,10/25/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,765822,8106470,SECURITY ALARM PANEL,1 - MANUFACTURER NOT LISTED,0,,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,279451,7897151,VR (Veeder Root),GILBARCO,,,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,660086,8835373,ELECTRICAL PANEL,NETGEAR,PROSAFE GS108T,,,2,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,864544,1908841,VR (Veeder Root),VEEDER-ROOT,0,,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,356702,2651177,ELECTRICAL PANEL,GILBARCO,PA03380000,KGSC188741,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,271339,2016911,ELECTRICAL PANEL,1 - MANUFACTURER NOT LISTED,0,5266,,4,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,584714,7754864,ELECTRICAL PANEL,1 - MANUFACTURER NOT LISTED,0,5267,,3,10-23-2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,497887,6692553,ELECTRICAL PANEL,1 - MANUFACTURER NOT LISTED,0,,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,383060,2833230,ELECTRICAL PANEL,1 - MANUFACTURER NOT LISTED,,5265,,4,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,771088,5171761,ELECTRICAL PANEL,1 - MANUFACTURER NOT LISTED,0,,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,821590,4214348,ELECTRICAL PANEL,EATON,0,,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,684004,4191175,Hand sink,ADVANCE TABCO,0,,,4,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,330283,9997381,RICE COOKER,INSTANT POT,DUO CRISP AF 8,,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,817870,8526486,RICE COOKER,INSTANT POT,IPDUO60 V3,,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,440035,3351868,Air Fryer,NINJA,D2201,H02UY103Z9J4,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,983794,8077999,FIRE SUPPRESSION SYSTEM KIT/HOOD,CAPTIVEAIRE SYSTEMS,5424 ND2,,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,905635,4078418,RICE COOKER,AROMA,ARC1033E,G6220603,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,913694,5673212,1 Door Reach-In Refrigerator,TRUE MANUFACTURING,0,,,3,10/23/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,158655,8761611,CONVECTION OVEN,TURBOCHEF,0,,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,340174,5191056,RICE COOKER,1 - MANUFACTURER NOT LISTED,0,,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,961722,2264748,2 Door Reach-In Refrigerator,TRUE MANUFACTURING,0,,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,133659,8434500,RICE COOKER,proluxe,DP1350,93385,,3,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,944151,2642635,Printer/Machine,Date code Genie,DCG 20,A12060,01/01/2020,3,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,FRONT PREP AREA,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,430776,1848731,Mouste and Keyboard,1 - MANUFACTURER NOT LISTED,YU0036,2428L03094T8,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,MANUFACTURER_PLATE,https://placeholder.com/equipment_photo_2.jpg,ID_TAG,https://placeholder.com/equipment_photo_3.jpg
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,520651,1247595,Monitor,1 - MANUFACTURER NOT LISTED,0,,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,380746,2564689,Monitor,1 - MANUFACTURER NOT LISTED,0,,,0,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,STORAGE ROOM,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,169403,4965789,ICE MACHINE BULK,MANITOWOC,0,,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,321231,3790237,ICE MACHINE BULK,manitowoc,0,,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,694731,7818496,BEVERAGE DISPENSER,CORNELIUS,0,,,4,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,852787,9147706,BEVERAGE DISPENSER,1 - MANUFACTURER NOT LISTED,0,,,5,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
500 INDUSTRIAL BLVD,METRO SERVICE CENTER,AUSTIN,429963,9075854,HOT HOLDING CABINET,HATCO CORPORATION,FSD-1 FLAV-R-SAVOR,,,3,10/22/2025,,Good,,FORM_SUBMISSION,,{},TX,78701,,,,,,,INSIDE STORE,,EQUIPMENT,https://placeholder.com/equipment_photo_1.jpg,ID_TAG,https://placeholder.com/equipment_photo_2.jpg,,
